Data;Stagione;LAVORATIVO;przAUST;przBRNN;przBSP;przCNOR;przCOAC;przCORS;przCSUD;przFOGN;przFRAN;przGREC;przMALT;przNORD;przPRGP;przPUN;przROSN;przSARD;przSICI;przSLOV;przSUD;przSVIZ;przXAUS;przXFRA;CCT NORD;CCT CNOR;CCT SARD;CCT SICI;CCT BRNN;CCT CSUD;CCT SUD;CCT FOGN;CCT ROSN;CCT PRGP;Flag CCT NORD;Flag CCT CNOR;Flag CCT SARD;Flag CCT SICI;Flag CCT BRNN;Flag CCT CSUD;Flag CCT SUD;Flag CCT FOGN;Flag CCT ROSN;Flag CCT PRGP;venAUST;venBRNN;venBSP;venCNOR;venCOAC;venCORS;venCSUD;venFOGN;venFRAN;venGREC;venMALT;venNORD;venPRGP;venROSN;venSARD;venSICI;venSLOV;venSUD;venSVIZ;venTotaleItalia;venTotaleItaliaSlovenia;venXAUS;venXFRA;acqAUST;acqBRNN;acqBSP;acqCNOR;acqCOAC;acqCORS;acqCSUD;acqFOGN;acqFRAN;acqGREC;acqMALT;acqNORD;acqPRGP;acqROSN;acqSARD;acqSICI;acqSLOV;acqSUD;acqSVIZ;acqTotale Italia;acqTotaleItalia;acqTotaleItaliaSlovenia;acqXAUS;acqXFRA;Trans CNOR-->CSUD;Trans CNOR-->NORD;Trans CSUD-->SARD;Trans CSUD-->SUD;Trans NORD-->AUST;Trans NORD-->FRAN;Trans NORD-->SLOV;Trans NORD-->SVIZ;Trans ROSN-->SUD;Trans SICI-->ROSN;Lim CNOR-->CSUD;Lim CNOR-->NORD;Lim CSUD-->SARD;Lim CSUD-->SUD;Lim NORD-->AUST;Lim NORD-->FRAN;Lim NORD-->SLOV;Lim NORD-->SVIZ;Lim ROSN-->SUD;Lim SICI-->ROSN;NORD IN;NORD OUT;CNORD OUT;CNORD IN;CSUD OUT;CSUD IN;SUD OUT;SUD IN;Sat CNOR-->CSUD;Sat CNOR-->NORD;Sat CSUD-->SARD;Sat CSUD-->SUD;Sat NORD-->AUST;Sat NORD-->FRAN;Sat NORD-->SLOV;Sat NORD-->SVIZ;Sat ROSN-->SUD;Sat SICI-->ROSN;Dir CNOR-->NORD;Dir CNOR-->CSUD;Dir CSUD-->SUD;Flag Sat CNOR-->CSUD;Flag Sat CNOR-->NORD;Flag Sat CSUD-->SARD;Flag Sat CSUD-->SUD;Flag Sat ROSN-->SUD;Flag Sat SICI-->ROSN;Sat max SUD-->NORD;Sat max NORD-->SUD;fabbItalia;fabbCNOR;fabbCSUD;fabbNORD;fabbSARD;fabbSICI;fabbSUD;NORD_IND;CNOR_IND;CSUD_IND;SUD_IND;PRGP_IND;ROSN_IND;SICI_IND;SARD_IND;FOGN_IND;BRNN_IND;NORD_AV;CNOR_AV;CSUD_AV;SUD_AV;PRGP_AV;ROSN_AV;SICI_AV;SARD_AV;FOGN_AV;BRNN_AV;NORD_TEMP;NORD_WIND;CNORD_TEMP;CNORD_WIND;CSUD_TEMP;CSUD_WIND;SUD_TEMP;SUD_WIND;SICI_TEMP;SICI_WIND;SARD_TEMP;SARD_WIND;Dir CSUD-->SUD pred;Dir CNOR-->NORD pred;Dir CNOR-->CSUD pred;ECB EUR USD;CME Coal M00;CME Coal M01;CME Coal M02;PSV DA
20140101;INVERNO;NO;50.95916666666667;50.95916666666667;27.91791666666667;50.95916666666667;50.95916666666667;50.95916666666667;50.95916666666667;50.95916666666667;50.95916666666667;50.95916666666667;;50.95916666666667;75.65041666666666;52.88291666666668;50.95916666666667;50.95916666666667;75.65041666666666;50.95916666666667;50.95916666666667;50.95916666666667;;;-1.9237499999999992;-1.9237499999999992;-1.9237499999999992;22.7675;-1.9237499999999992;-1.9237499999999992;-1.9237499999999992;-1.9237499999999992;-1.9237499999999992;22.7675;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;0.7083333333333334;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;0.7083333333333334;78.95833333333333;2220.8333333333335;507.3333333333333;1700.375;0.0;0.0;2451.625;467.4583333333333;1254.0833333333333;25.166666666666668;;9091.375;372.5;232.16666666666666;1135.4583333333333;1343.2083333333333;0.0;951.5833333333334;1926.6666666666667;23251.708333333332;23759.041666666668;;;0.0;0.0;219.33333333333334;2297.0;93.625;48.75;3970.8333333333335;0.0;30.0;89.45833333333333;;11855.0;0.0;0.0;1049.625;1833.375;0.0;2226.875;45.0;;23539.708333333332;23759.041666666668;;;112.625;-709.2083333333334;56.666666666666664;-1463.25;-78.95833333333333;-1224.0833333333333;-288.0;-1881.6666666666667;0.0;-117.54166666666667;100.0;-2433.3333333333335;125.0;-4250.0;-10000.0;-10000.0;-10000.0;-10000.0;2200.0;-150.0;3493.9583333333335;730.4583333333334;276.125;276.125;213.54166666666666;1732.75;1463.25;0.0;0.06868386243386244;-0.20598651960784317;0.09696209587513933;-0.34429411764705886;-0.007895833333333338;-0.12240833333333334;-0.02880000000000001;-0.18816666666666668;0.0;-0.8254166666666668;-0.6666666666666666;0.16666666666666666;-1.0;0.0;0.0;0.0;0.0;0.0;-0.75;0.34429411764705886;0.2148406862745098;23204.76208333334;2296.9753333333333;3942.9439583333337;11854.987541666667;1049.6356250000001;1833.2887083333335;2226.9309166666667;5768.5;1905.0;1178.0;1569.0;0.0;0.0;300.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;2.2000000000000006;;6.2;;8.400000000000004;;11.699999999999996;;9.800000000000004;;8.400000000000004;;-0.9290845996666667;-0.7078547275833335;0.6063213676666668;1.3658;85.0;81.65000000000003;80.75;28.424999999999997
20140102;INVERNO;SI;62.74999999999999;62.11166666666667;41.802083333333336;62.11166666666667;62.11166666666667;62.11166666666667;62.11166666666667;62.11166666666667;62.74999999999999;62.11166666666667;;62.74999999999999;92.46041666666667;64.70250000000001;62.11166666666667;62.11166666666667;92.46041666666667;62.74999999999999;62.11166666666667;62.74999999999999;;;-1.9524999999999988;-2.590833333333332;-2.590833333333332;27.757916666666663;-2.590833333333332;-2.590833333333332;-2.590833333333332;-2.590833333333332;-2.590833333333332;27.757916666666663;-0.8333333333333334;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;83.29166666666667;2495.5416666666665;514.9166666666666;1938.6666666666667;0.0;0.0;3644.4166666666665;645.4166666666666;1385.9583333333333;0.0;;11598.25;565.7083333333334;266.2916666666667;1304.25;1413.5833333333333;0.0;1759.0;2129.875;29230.583333333332;29745.5;;;0.0;0.0;198.83333333333334;2961.6666666666665;91.875;48.75;4827.208333333333;0.0;30.0;0.0;;15503.375;0.0;0.0;1128.7916666666667;2146.0;0.0;2763.875;45.0;;29546.666666666668;29745.5;;;-1087.8333333333333;65.0;-34.875;-2235.6666666666665;-83.29166666666667;-1355.9583333333333;-316.0833333333333;-2084.875;0.0;-166.66666666666666;-2500.0;-920.8333333333334;-385.0;-4250.0;-10000.0;-10000.0;-10000.0;-10000.0;2366.6666666666665;-166.66666666666666;4159.791666666667;254.58333333333334;323.9166666666667;323.9166666666667;1123.8333333333333;2306.5416666666665;2235.6666666666665;0.0;-0.40244268077601414;0.18233350998056877;-0.021428943162451395;-0.5260392156862744;-0.00832916666666667;-0.13559583333333333;-0.03160833333333335;-0.20848749999999996;0.0;-1.0;0.0;-0.9166666666666666;-1.0;0.0;0.16666666666666666;0.0;0.0;0.0;-1.0;0.5640388525780683;0.07634704557498675;29330.962666666663;2961.6672916666666;4827.2035;15503.303999999996;1128.840125;2146.0534166666666;2763.894333333333;5768.5;1905.0;1178.0;1569.0;0.0;0.0;300.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;2.299999999999999;;6.2;;7.300000000000002;;11.099999999999996;;10.199999999999996;;7.300000000000002;;-0.9209457512083333;-0.7424297421249998;0.40271270695833333;1.3658;85.0;81.65000000000003;80.75;28.424999999999997
20140103;INVERNO;SI;61.12125000000001;60.188750000000006;45.44666666666666;60.95875000000001;60.95875000000001;60.95875000000001;60.95875000000001;60.188750000000006;61.12125000000001;60.188750000000006;;61.12125000000001;92.91375;63.35625000000001;60.188750000000006;60.95875000000001;92.91375;61.12125000000001;60.188750000000006;61.12125000000001;;;-2.234999999999998;-2.3974999999999986;-2.3974999999999986;29.557500000000005;-3.167499999999999;-2.3974999999999986;-3.167499999999999;-3.167499999999999;-3.167499999999999;29.557500000000005;-0.9166666666666666;-1.0;-1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;64.58333333333333;2583.7916666666665;486.125;2072.4166666666665;0.0;0.0;3289.5833333333335;647.75;1386.0;0.0;;11974.916666666666;581.0416666666666;373.5833333333333;1199.9583333333333;1429.9583333333333;0.0;1771.4583333333333;2128.8333333333335;29504.041666666668;29990.166666666668;;;0.0;0.0;176.16666666666666;3029.3333333333335;86.375;49.0;4872.291666666667;0.0;30.0;0.0;;15582.125;0.0;0.0;1161.75;2177.7083333333335;0.0;2780.4583333333335;45.0;;29814.0;29990.166666666668;;;-749.7916666666666;-207.20833333333334;97.08333333333333;-2429.5416666666665;-64.58333333333333;-1356.0;-309.9583333333333;-2083.8333333333335;0.0;-166.66666666666666;-1341.6666666666667;-495.8333333333333;264.5833333333333;-4118.75;-10000.0;-10000.0;-10000.0;-10000.0;2366.6666666666665;-166.66666666666666;4185.541666666667;578.375;568.6666666666666;568.6666666666666;1086.3333333333333;2669.0;2429.5416666666665;0.0;-0.2499423500881834;0.0951429366546853;0.12821799181994084;-0.6025392156862746;-0.006458333333333331;-0.1356;-0.030995833333333347;-0.20838333333333334;0.0;-1.0;0.16666666666666666;-0.4166666666666667;-1.0;0.0;0.041666666666666664;0.0;-0.125;0.0;-1.0;0.6297147331154684;0.16095081334531464;29603.627250000005;3029.313583333333;4872.340375000001;15582.068833333333;1161.7085416666666;2177.7459999999996;2780.4499166666665;5896.5;1905.0;1178.0;1569.0;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;3.7999999999999985;;10.400000000000004;;12.699999999999996;;13.300000000000006;;10.300000000000004;;12.699999999999996;;-0.9474852498749998;-0.6720831325416667;-0.14057424275;1.3633999999999995;80.90000000000003;80.04999999999997;79.90000000000003;27.0
20140104;INVERNO;NO;62.80666666666668;62.043333333333344;39.82208333333333;62.80666666666668;62.043333333333344;62.043333333333344;62.043333333333344;60.93583333333334;62.80666666666668;62.043333333333344;;62.80666666666668;99.995;65.48249999999999;62.043333333333344;62.043333333333344;99.995;62.80666666666668;62.043333333333344;62.80666666666668;;;-2.6758333333333337;-2.6758333333333337;-3.4391666666666665;34.512499999999996;-3.4391666666666665;-3.4391666666666665;-3.4391666666666665;-4.546666666666666;-3.4391666666666665;34.512499999999996;-0.875;-0.875;-0.9583333333333334;1.0;-0.9583333333333334;-0.9583333333333334;-0.9583333333333334;-0.9583333333333334;-0.9583333333333334;1.0;83.33333333333333;2140.9583333333335;539.125;1701.4166666666667;0.0;0.0;3269.375;595.25;1385.9583333333333;0.0;;10198.458333333334;609.8333333333334;288.3333333333333;1335.4583333333333;1353.7916666666667;0.0;1884.2916666666667;2134.5416666666665;26980.833333333332;27519.958333333332;;;0.0;0.0;221.125;2760.7083333333335;74.66666666666667;49.0;4536.083333333333;0.0;0.0;0.0;;13966.75;0.0;0.0;1123.0833333333333;2130.2916666666665;0.0;2658.3333333333335;0.0;;27298.833333333332;27519.958333333332;;;-905.6666666666666;-153.45833333333334;-88.66666666666667;-2083.875;-83.33333333333333;-1385.9583333333333;-318.0;-2134.5416666666665;0.0;-166.66666666666666;-2450.0;-612.5;-549.1666666666666;-4075.0;-10000.0;-10000.0;-10000.0;-10000.0;2366.6666666666665;-166.66666666666666;4123.875;355.5;202.04166666666666;202.04166666666666;928.0833333333334;2194.9583333333335;2083.875;0.0;-0.4123418209876543;0.014178471670199623;-0.07310705078696082;-0.523087775735294;-0.008333333333333338;-0.13859583333333328;-0.031800000000000016;-0.21345416666666664;0.0;-1.0;0.0;-1.0;-1.0;-0.041666666666666664;0.0;0.0;0.0;0.0;-1.0;0.5437386869099491;0.10254548666313369;27164.406166666664;2760.690666666666;4525.2714166666665;13966.769583333335;1123.131083333333;2130.210083333333;2658.333333333333;5896.5;1905.0;1178.0;1569.0;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;4.299999999999998;;13.199999999999994;;12.699999999999996;;13.399999999999999;;11.199999999999996;;12.699999999999996;;-0.9346311252083331;-0.6933438360416667;0.5897458565833332;1.3633999999999995;80.90000000000003;80.04999999999997;79.90000000000003;26.524999999999988
20140105;INVERNO;NO;44.86374999999999;44.708333333333336;25.59208333333334;44.86374999999999;44.708333333333336;44.708333333333336;44.708333333333336;44.708333333333336;44.86374999999999;44.708333333333336;;44.86374999999999;58.560833333333335;45.916666666666664;44.708333333333336;44.708333333333336;58.560833333333335;44.86374999999999;44.708333333333336;44.86374999999999;;;-1.0529166666666665;-1.0529166666666665;-1.2083333333333333;12.644166666666665;-1.2083333333333333;-1.2083333333333333;-1.2083333333333333;-1.2083333333333333;-1.2083333333333333;12.644166666666665;-0.3333333333333333;-0.3333333333333333;-0.4166666666666667;0.3333333333333333;-0.4166666666666667;-0.4166666666666667;-0.4166666666666667;-0.4166666666666667;-0.4166666666666667;0.3333333333333333;68.125;1967.625;605.625;1650.0;0.0;0.0;3017.0416666666665;109.70833333333333;1232.5;0.0;;9112.791666666666;252.08333333333334;607.0833333333334;1679.9583333333333;1741.7083333333333;0.0;2345.6666666666665;1768.3333333333333;25552.875;26158.5;;;7.708333333333333;0.0;371.625;2612.5;14.958333333333334;40.083333333333336;4313.666666666667;0.0;0.0;0.0;;13036.083333333334;0.0;0.0;1116.5416666666667;2051.8333333333335;0.0;2513.5833333333335;79.75;;25786.875;26158.5;;;-1670.1666666666667;707.7083333333334;-508.375;-2458.4583333333335;-60.416666666666664;-1232.5;-234.0;-1688.5833333333333;0.0;-58.083333333333336;-2700.0;708.3333333333334;-1020.0;-4250.0;-9166.666666666666;-10000.0;-7500.0;-10000.0;2200.0;-83.33333333333333;4232.0;308.7916666666667;1011.0;1011.0;1670.1666666666667;2966.8333333333335;2458.4583333333335;0.0;-0.61858024691358;0.33204656862745113;-0.4984068627450981;-0.5784607843137255;-0.006041666666666668;-0.12324999999999998;-0.0234;-0.16885833333333333;0.0;-0.2769444444444445;0.4166666666666667;-1.0;-1.0;-0.041666666666666664;0.0;0.0;0.0;0.0;-0.3333333333333333;0.7413589324618735;0.089203431372549;25633.44204166667;2612.421041666667;4302.879666666668;13036.118124999999;1116.5820416666668;2051.8553333333334;2513.5858333333335;5896.5;1905.0;1178.0;1969.5;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;7.199999999999998;;13.899999999999999;;14.300000000000006;;15.300000000000006;;11.699999999999996;;14.300000000000006;;-0.9024674047916665;-0.7646351682499999;0.6736486965416666;1.3633999999999995;80.90000000000003;80.04999999999997;79.90000000000003;26.524999999999988
20140106;INVERNO;NO;59.72208333333333;59.72208333333333;31.795833333333338;59.72208333333333;59.72208333333333;59.72208333333333;59.72208333333333;59.72208333333333;59.72208333333333;59.72208333333333;;59.72208333333333;88.36208333333333;61.955000000000005;59.72208333333333;59.72208333333333;88.36208333333333;59.72208333333333;59.72208333333333;59.72208333333333;;;-2.232916666666667;-2.232916666666667;-2.232916666666667;26.407083333333336;-2.232916666666667;-2.232916666666667;-2.232916666666667;-2.232916666666667;-2.232916666666667;26.407083333333336;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;0.7083333333333334;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;0.7083333333333334;80.0;2217.0416666666665;518.4583333333334;1851.9166666666667;0.0;0.0;2302.4166666666665;290.4583333333333;1256.25;0.0;;10571.166666666666;392.6666666666667;330.9583333333333;1155.9166666666667;1429.5;0.0;1203.3333333333333;1935.8333333333333;25017.458333333332;25535.916666666668;;;0.0;0.0;230.45833333333334;2528.75;41.708333333333336;49.0;4131.875;0.0;30.0;0.0;;12954.708333333334;0.0;0.0;1102.9583333333333;1964.0416666666667;0.0;2457.4166666666665;45.0;;25305.458333333332;25535.916666666668;;;424.7916666666667;-1101.625;37.708333333333336;-1442.375;-80.0;-1226.25;-288.0;-1890.8333333333333;0.0;-141.875;500.0;-2433.3333333333335;-45.833333333333336;-4250.0;-10000.0;-10000.0;-10000.0;-10000.0;2200.0;-158.33333333333334;3527.0833333333335;1143.625;594.6666666666666;594.6666666666666;228.75;2058.2083333333335;1442.375;0.0;0.21581349206349207;-0.31886029411764705;0.09326420311714428;-0.3393823529411764;-0.008000000000000005;-0.12262500000000003;-0.02880000000000001;-0.18908333333333335;0.0;-0.8881944444444444;-0.6666666666666666;0.3333333333333333;-1.0;0.0;0.0;0.0;0.0;0.0;-0.7083333333333334;0.3393823529411764;0.33837126517273575;25139.765791666665;2528.7829166666666;4131.835375000001;12954.657916666669;1102.973;1964.0220833333333;2457.4945000000002;5896.5;1905.0;1178.0;1969.5;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;5.200000000000002;;9.300000000000004;;9.300000000000004;;11.400000000000004;;9.599999999999996;;9.300000000000004;;-0.9167088412916664;-0.7365658153750001;0.6398665213333333;1.3601999999999999;79.34999999999997;78.79999999999997;78.90000000000003;27.774999999999988
20140107;INVERNO;SI;67.30375000000001;68.43458333333332;52.627500000000005;67.79916666666666;69.58583333333333;69.58583333333333;68.43458333333332;68.43458333333332;67.30375000000001;68.43458333333332;;67.30375000000001;109.96875;70.55458333333333;68.43458333333332;69.58583333333333;109.96875;67.30375000000001;68.43458333333332;67.30375000000001;;;-3.2508333333333312;-2.7554166666666653;-0.9687499999999997;39.41416666666667;-2.119999999999999;-2.119999999999999;-2.119999999999999;-2.119999999999999;-2.119999999999999;39.41416666666667;-0.8333333333333334;-0.8333333333333334;-0.5833333333333334;0.8333333333333334;-0.75;-0.75;-0.75;-0.75;-0.75;0.8333333333333334;83.33333333333333;2732.0833333333335;564.0;2199.5;0.0;0.0;2646.7083333333335;779.4166666666666;2203.625;0.0;;14884.0;602.375;362.875;935.7083333333334;1443.625;0.0;1217.25;3311.4583333333335;33401.875;33965.875;;;0.0;0.0;232.95833333333334;3307.5416666666665;73.79166666666667;49.0;5175.208333333333;0.0;30.0;0.0;;18704.25;0.0;0.0;1209.75;2185.7083333333335;0.0;2952.6666666666665;45.0;;33732.916666666664;33965.875;;;926.3333333333334;-2034.2916666666667;396.8333333333333;-1999.125;-83.33333333333333;-2173.625;-331.0416666666667;-3266.4583333333335;0.0;-139.83333333333334;1791.6666666666667;-3600.0;583.3333333333334;-4250.0;-10000.0;-10000.0;-8333.333333333334;-10000.0;2366.6666666666665;-152.08333333333334;5859.333333333333;2039.1666666666667;930.9166666666666;930.9166666666666;401.4166666666667;2930.0416666666665;1999.125;0.0;0.4750292687737863;-0.5601543455219925;0.6789204545454547;-0.4703823529411764;-0.008333333333333338;-0.2173625000000001;-0.03310416666666668;-0.32664583333333336;0.0;-0.8761111111111112;-1.0;0.9166666666666666;-1.0;0.20833333333333334;-0.08333333333333333;0.125;0.0;0.0;-0.8333333333333334;0.4703823529411764;0.567144655159361;33535.11237499999;3307.4529999999995;5175.252125;18704.19775;1209.7439166666666;2185.7622499999998;2952.7033333333334;5896.5;1905.0;1178.0;1685.8125;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;5.700000000000002;;8.199999999999998;;9.199999999999996;;10.900000000000004;;9.099999999999996;;9.199999999999996;;-0.932752706083333;-0.7145682088333333;0.15940935683333327;1.3641000000000003;79.45000000000003;78.95000000000003;78.90000000000003;27.725000000000012
20140108;INVERNO;SI;63.021666666666675;63.021666666666675;54.727916666666665;63.021666666666675;72.77208333333334;72.77208333333334;63.021666666666675;63.021666666666675;63.021666666666675;63.021666666666675;;63.021666666666675;107.05041666666666;66.22166666666668;63.021666666666675;72.77208333333334;107.05041666666666;63.021666666666675;63.021666666666675;63.021666666666675;;;-3.2000000000000006;-3.2000000000000006;6.550416666666667;40.82875;-3.2000000000000006;-3.2000000000000006;-3.2000000000000006;-3.2000000000000006;-3.2000000000000006;40.82875;-1.0;-1.0;-0.5;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;83.33333333333333;3029.7916666666665;783.4166666666666;2198.7083333333335;0.0;0.0;3028.7916666666665;664.8333333333334;2698.3333333333335;0.0;;14384.166666666666;616.7916666666666;716.125;883.875;1420.75;0.0;1215.2916666666667;3924.1666666666665;34864.583333333336;35648.0;;;0.0;0.0;245.95833333333334;3375.125;87.875;49.0;5308.0;0.0;30.0;0.0;;19942.541666666668;0.0;0.0;1232.5;2204.2083333333335;52.708333333333336;3011.9583333333335;108.125;;35402.041666666664;35648.0;;;317.4583333333333;-1493.9583333333333;485.5833333333333;-2447.25;-83.33333333333333;-2668.3333333333335;-484.75;-3816.0416666666665;0.0;-166.66666666666666;558.3333333333334;-3191.6666666666665;583.3333333333334;-4250.0;-10000.0;-10000.0;-10000.0;-10000.0;2366.6666666666665;-166.66666666666666;7060.375;1501.875;555.2083333333334;555.2083333333334;715.4166666666666;2994.5416666666665;2447.25;0.0;0.21315953904710028;-0.40929009892245194;0.8296338383838385;-0.5758235294117647;-0.008333333333333338;-0.2668333333333334;-0.048475;-0.3816041666666667;0.0;-1.0;-0.8333333333333334;0.4166666666666667;-1.0;0.0;0.0;0.375;0.0;0.0;-1.0;0.5758235294117647;0.42268003823150885;35074.34195833334;3375.1645000000003;5307.960666666666;19942.525124999996;1232.5182499999999;2204.208625;3011.9647916666668;5896.5;1905.0;1178.0;1569.0;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;7.699999999999998;;7.400000000000003;;9.199999999999996;;11.300000000000004;;9.199999999999996;;9.199999999999996;;-0.9380376474999998;-0.7004707451250002;0.05905765608333336;1.3594000000000006;79.40000000000003;78.90000000000003;78.79999999999997;27.825000000000003
20140109;INVERNO;SI;63.98999999999999;63.967499999999994;52.93208333333333;63.98999999999999;65.99791666666668;65.99791666666668;63.98999999999999;63.967499999999994;63.98999999999999;63.967499999999994;;63.98999999999999;104.66291666666667;66.65624999999999;63.967499999999994;65.99791666666668;104.66291666666667;63.98999999999999;63.967499999999994;63.98999999999999;;;-2.6662500000000002;-2.6662500000000002;-0.6583333333333341;38.00666666666667;-2.68875;-2.6662500000000002;-2.68875;-2.68875;-2.68875;38.00666666666667;-0.9583333333333334;-0.9583333333333334;-0.7083333333333334;0.9583333333333334;-0.9583333333333334;-0.9583333333333334;-0.9583333333333334;-0.9583333333333334;-0.9583333333333334;0.9583333333333334;83.33333333333333;2964.875;838.5;2129.375;0.0;0.0;3482.0833333333335;886.5;2681.875;0.0;;14621.416666666666;596.9583333333334;1040.3333333333333;896.2083333333334;1436.0;0.0;1242.5;2757.2916666666665;34818.916666666664;35657.416666666664;;;0.0;0.0;203.29166666666666;3487.5;66.29166666666667;49.0;5389.708333333333;0.0;30.0;0.0;;19805.166666666668;0.0;0.0;1237.9583333333333;2198.9583333333335;43.125;3058.5;87.70833333333333;;35454.125;35657.416666666664;;;-544.9583333333334;-813.1666666666666;457.25;-2909.7916666666665;-83.33333333333333;-2651.875;-592.0833333333334;-2669.5833333333335;0.0;-165.95833333333334;-1558.3333333333333;-1408.3333333333333;583.3333333333334;-4250.0;-10000.0;-10000.0;-10000.0;-10000.0;2366.6666666666665;-166.66666666666666;6113.458333333333;929.75;247.91666666666666;247.91666666666666;1133.5416666666667;3041.125;2909.7916666666665;0.0;-0.17853306067797492;-0.1739759428546193;0.7815782828282828;-0.6846568627450981;-0.008333333333333338;-0.2651875000000001;-0.05920833333333331;-0.26695833333333335;0.0;-0.997638888888889;-0.16666666666666666;-0.5;-1.0;0.0;0.0;0.2916666666666667;-0.041666666666666664;0.0;-0.9583333333333334;0.6846568627450981;0.2542189984101749;35178.015750000006;3487.515333333334;5389.738791666667;19805.183958333335;1238.09575;2199.008;3058.4739166666664;5896.5;1905.0;1178.0;1569.0;0.0;0.0;1049.0;120.0;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;7.699999999999998;;11.800000000000004;;5.799999999999998;;11.800000000000004;;9.699999999999996;;5.799999999999998;;-0.9209457512083333;-0.7424297421249998;0.40271270695833333;1.3612;81.90000000000003;81.34999999999997;80.84999999999997;27.725000000000012
20140110;INVERNO;SI;59.24041666666667;58.668333333333344;47.360833333333325;59.166666666666664;59.166666666666664;59.166666666666664;59.166666666666664;58.668333333333344;59.24041666666667;58.668333333333344;;59.24041666666667;79.14874999999999;60.51208333333333;58.668333333333344;59.166666666666664;79.14874999999999;59.24041666666667;58.668333333333344;59.24041666666667;;;-1.2716666666666665;-1.3454166666666663;-1.3454166666666663;18.636666666666663;-1.8437499999999998;-1.3454166666666663;-1.8437499999999998;-1.8437499999999998;-1.8437499999999998;18.636666666666663;-0.20833333333333334;-0.375;-0.375;0.20833333333333334;-0.7083333333333334;-0.375;-0.7083333333333334;-0.7083333333333334;-0.7083333333333334;0.20833333333333334;71.66666666666667;2847.2916666666665;740.3333333333334;2057.0833333333335;0.0;0.0;3936.2916666666665;658.875;2639.625;0.0;;14066.0;395.0833333333333;1095.125;837.0;1712.125;0.0;1711.6666666666667;2727.5833333333335;34755.625;35495.958333333336;;;0.0;0.0;150.70833333333334;3521.4166666666665;72.54166666666667;48.0;5401.375;0.0;31.958333333333332;0.0;;19746.666666666668;0.0;0.0;1225.2083333333333;2191.125;0.0;3050.1666666666665;56.666666666666664;;35345.25;35495.958333333336;;;-1205.2083333333333;-259.2083333333333;508.9166666666667;-3179.125;-71.66666666666667;-2607.6666666666665;-589.625;-2670.9166666666665;0.0;-83.91666666666667;-1766.6666666666667;-479.1666666666667;796.6666666666666;-4250.0;-10000.0;-10000.0;-10000.0;-10000.0;2366.6666666666665;-64.58333333333333;6467.75;787.0833333333334;637.0;637.0;1823.25;3288.25;3179.125;0.0;-0.4257820126466767;0.10975584039922276;0.6291497200117889;-0.748029411764706;-0.0071666666666666675;-0.26076666666666665;-0.05896249999999997;-0.26709166666666667;0.0;-0.4885;0.16666666666666666;-0.5833333333333334;-1.0;0.0;0.08333333333333333;0.0;-0.16666666666666666;0.0;-0.4583333333333333;0.7739199346405229;0.2140288818229995;35136.06041666666;3521.427708333333;5401.358458333333;19746.62420833333;1225.327125;2191.2028750000004;3050.1200416666666;5896.5;1915.4166666666667;1178.0;1569.0;0.0;0.0;1049.0;347.5;0.0;0.0;55216.100000000006;7836.700000000002;17860.799999999992;22072.59999999999;0.0;0.0;9229.399999999996;4829.399999999998;0.0;0.0;9.699999999999996;;10.699999999999996;;9.199999999999996;;10.699999999999996;;11.800000000000004;;9.199999999999996;;-0.9474852498749998;-0.6720831325416667;-0.14057424275;1.3586999999999998;83.79999999999997;83.15000000000003;82.0;27.674999999999997
